Tanggal;Provinsi;Kondisi Penyerta;Total
2021-04-24;KALIMANTAN TIMUR;Tidak ada;33866
2021-04-25;KALIMANTAN TIMUR;Tidak ada;33948
2021-04-26;KALIMANTAN TIMUR;Tidak ada;33989
2021-04-27;KALIMANTAN TIMUR;Tidak ada;34068
2021-04-30;KALIMANTAN TIMUR;Tidak ada;34314
2021-05-01;KALIMANTAN TIMUR;Tidak ada;34383
2021-05-02;KALIMANTAN TIMUR;Tidak ada;34409
2021-05-04;KALIMANTAN TIMUR;Tidak ada;34519
2021-05-06;KALIMANTAN TIMUR;Tidak ada;34640
2021-05-08;KALIMANTAN TIMUR;Tidak ada;34747
2021-05-10;KALIMANTAN TIMUR;Tidak ada;34837
2021-05-13;KALIMANTAN TIMUR;Tidak ada;34979
2021-05-14;KALIMANTAN TIMUR;Tidak ada;34986
2021-05-16;KALIMANTAN TIMUR;Tidak ada;35040
2021-05-19;KALIMANTAN TIMUR;Tidak ada;35202
2021-05-25;KALIMANTAN TIMUR;Tidak ada;35505
2021-05-26;KALIMANTAN TIMUR;Tidak ada;35546
2021-05-29;KALIMANTAN TIMUR;Tidak ada;35685
2021-05-31;KALIMANTAN TIMUR;Tidak ada;35800
2021-06-02;KALIMANTAN TIMUR;Tidak ada;35877
2021-06-10;KALIMANTAN TIMUR;Tidak ada;36218
2021-06-12;KALIMANTAN TIMUR;Tidak ada;36296
2021-06-13;KALIMANTAN TIMUR;Tidak ada;36351
2021-03-24;KALIMANTAN UTARA;Tidak ada;5444
2021-03-28;KALIMANTAN UTARA;Tidak ada;5529
2021-04-07;KALIMANTAN UTARA;Tidak ada;5651
2021-04-12;KALIMANTAN UTARA;Tidak ada;5699
2021-04-15;KALIMANTAN UTARA;Tidak ada;5729
2021-04-16;KALIMANTAN UTARA;Tidak ada;5732
2021-04-17;KALIMANTAN UTARA;Tidak ada;5740
2021-04-18;KALIMANTAN UTARA;Tidak ada;5767
2021-04-19;KALIMANTAN UTARA;Tidak ada;5776
2021-04-20;KALIMANTAN UTARA;Tidak ada;5788
2021-04-21;KALIMANTAN UTARA;Tidak ada;5793
2021-04-22;KALIMANTAN UTARA;Tidak ada;5805
2021-04-23;KALIMANTAN UTARA;Tidak ada;5814
2021-04-24;KALIMANTAN UTARA;Tidak ada;5820
2021-04-25;KALIMANTAN UTARA;Tidak ada;5828
2021-04-26;KALIMANTAN UTARA;Tidak ada;5839
2021-04-27;KALIMANTAN UTARA;Tidak ada;5851
2021-04-30;KALIMANTAN UTARA;Tidak ada;5873
2021-05-01;KALIMANTAN UTARA;Tidak ada;5876
2021-05-02;KALIMANTAN UTARA;Tidak ada;5893
2021-05-04;KALIMANTAN UTARA;Tidak ada;5911
2021-05-06;KALIMANTAN UTARA;Tidak ada;5916
2021-05-08;KALIMANTAN UTARA;Tidak ada;5926
2021-05-10;KALIMANTAN UTARA;Tidak ada;5936
2021-05-13;KALIMANTAN UTARA;Tidak ada;5941
2021-05-14;KALIMANTAN UTARA;Tidak ada;5946
2021-05-16;KALIMANTAN UTARA;Tidak ada;5948
2021-05-19;KALIMANTAN UTARA;Tidak ada;5971
2021-05-25;KALIMANTAN UTARA;Tidak ada;6085
2021-05-26;KALIMANTAN UTARA;Tidak ada;6092
2021-05-29;KALIMANTAN UTARA;Tidak ada;6117
2021-05-31;KALIMANTAN UTARA;Tidak ada;6135
2021-06-02;KALIMANTAN UTARA;Tidak ada;6153
2021-06-10;KALIMANTAN UTARA;Tidak ada;6209
2021-06-12;KALIMANTAN UTARA;Tidak ada;6218
2021-06-13;KALIMANTAN UTARA;Tidak ada;6234
2021-03-24;KEPULAUAN BANGKA BELITUNG;Tidak ada;4411
2021-03-28;KEPULAUAN BANGKA BELITUNG;Tidak ada;4572
2021-04-07;KEPULAUAN BANGKA BELITUNG;Tidak ada;4945
2021-04-12;KEPULAUAN BANGKA BELITUNG;Tidak ada;5187
2021-04-15;KEPULAUAN BANGKA BELITUNG;Tidak ada;5411
2021-04-16;KEPULAUAN BANGKA BELITUNG;Tidak ada;5484
2021-04-17;KEPULAUAN BANGKA BELITUNG;Tidak ada;5531
2021-04-18;KEPULAUAN BANGKA BELITUNG;Tidak ada;5588
2021-04-19;KEPULAUAN BANGKA BELITUNG;Tidak ada;5626
2021-04-20;KEPULAUAN BANGKA BELITUNG;Tidak ada;5702
2021-04-21;KEPULAUAN BANGKA BELITUNG;Tidak ada;5783
2021-04-22;KEPULAUAN BANGKA BELITUNG;Tidak ada;5850
2021-04-23;KEPULAUAN BANGKA BELITUNG;Tidak ada;6019
2021-04-24;KEPULAUAN BANGKA BELITUNG;Tidak ada;6103
2021-04-25;KEPULAUAN BANGKA BELITUNG;Tidak ada;6234
2021-04-26;KEPULAUAN BANGKA BELITUNG;Tidak ada;6331
2021-04-27;KEPULAUAN BANGKA BELITUNG;Tidak ada;6411
2021-04-30;KEPULAUAN BANGKA BELITUNG;Tidak ada;6723
2021-05-01;KEPULAUAN BANGKA BELITUNG;Tidak ada;6823
2021-05-02;KEPULAUAN BANGKA BELITUNG;Tidak ada;6870
2021-05-04;KEPULAUAN BANGKA BELITUNG;Tidak ada;6994
2021-05-06;KEPULAUAN BANGKA BELITUNG;Tidak ada;7141
2021-05-08;KEPULAUAN BANGKA BELITUNG;Tidak ada;7373
2021-05-10;KEPULAUAN BANGKA BELITUNG;Tidak ada;7521
2021-05-13;KEPULAUAN BANGKA BELITUNG;Tidak ada;7734
2021-05-14;KEPULAUAN BANGKA BELITUNG;Tidak ada;7767
2021-05-16;KEPULAUAN BANGKA BELITUNG;Tidak ada;7825
2021-05-19;KEPULAUAN BANGKA BELITUNG;Tidak ada;8026
2021-05-25;KEPULAUAN BANGKA BELITUNG;Tidak ada;8580
2021-05-26;KEPULAUAN BANGKA BELITUNG;Tidak ada;8716
2021-05-29;KEPULAUAN BANGKA BELITUNG;Tidak ada;8961
2021-05-31;KEPULAUAN BANGKA BELITUNG;Tidak ada;9149
2021-06-02;KEPULAUAN BANGKA BELITUNG;Tidak ada;9244
2021-06-10;KEPULAUAN BANGKA BELITUNG;Tidak ada;9752
2021-06-12;KEPULAUAN BANGKA BELITUNG;Tidak ada;9829
2021-06-13;KEPULAUAN BANGKA BELITUNG;Tidak ada;9851
2021-03-24;KEPULAUAN RIAU;Tidak ada;4520
2021-03-28;KEPULAUAN RIAU;Tidak ada;4572
2021-04-07;KEPULAUAN RIAU;Tidak ada;4708
2021-04-12;KEPULAUAN RIAU;Tidak ada;4793
2021-04-15;KEPULAUAN RIAU;Tidak ada;4924
2021-04-16;KEPULAUAN RIAU;Tidak ada;4957
2021-04-17;KEPULAUAN RIAU;Tidak ada;4991
2021-04-18;KEPULAUAN RIAU;Tidak ada;5035
2021-04-19;KEPULAUAN RIAU;Tidak ada;5048
2021-04-20;KEPULAUAN RIAU;Tidak ada;5091
2021-04-21;KEPULAUAN RIAU;Tidak ada;5121
2021-04-22;KEPULAUAN RIAU;Tidak ada;5164
2021-04-23;KEPULAUAN RIAU;Tidak ada;5189
2021-04-24;KEPULAUAN RIAU;Tidak ada;5239
2021-04-25;KEPULAUAN RIAU;Tidak ada;5313
2021-04-26;KEPULAUAN RIAU;Tidak ada;5382
2021-04-27;KEPULAUAN RIAU;Tidak ada;5419
2021-04-30;KEPULAUAN RIAU;Tidak ada;5588
2021-05-01;KEPULAUAN RIAU;Tidak ada;5678
2021-05-02;KEPULAUAN RIAU;Tidak ada;5750
2021-05-04;KEPULAUAN RIAU;Tidak ada;5894
2021-05-06;KEPULAUAN RIAU;Tidak ada;6067
2021-05-08;KEPULAUAN RIAU;Tidak ada;6170
2021-05-10;KEPULAUAN RIAU;Tidak ada;6271
2021-05-13;KEPULAUAN RIAU;Tidak ada;6456
2021-05-14;KEPULAUAN RIAU;Tidak ada;6505
2021-05-16;KEPULAUAN RIAU;Tidak ada;6711
2021-05-19;KEPULAUAN RIAU;Tidak ada;6914
2021-05-25;KEPULAUAN RIAU;Tidak ada;7548
2021-05-26;KEPULAUAN RIAU;Tidak ada;7643
2021-05-29;KEPULAUAN RIAU;Tidak ada;8186
2021-05-31;KEPULAUAN RIAU;Tidak ada;8414
2021-06-02;KEPULAUAN RIAU;Tidak ada;8703
2021-06-10;KEPULAUAN RIAU;Tidak ada;9775
2021-06-12;KEPULAUAN RIAU;Tidak ada;10066
2021-06-13;KEPULAUAN RIAU;Tidak ada;10174
2021-03-24;LAMPUNG;Tidak ada;6851
2021-03-28;LAMPUNG;Tidak ada;6939
2021-04-07;LAMPUNG;Tidak ada;7158
2021-04-12;LAMPUNG;Tidak ada;7289
2021-04-15;LAMPUNG;Tidak ada;7382
2021-04-16;LAMPUNG;Tidak ada;7415
2021-04-17;LAMPUNG;Tidak ada;7450
2021-04-18;LAMPUNG;Tidak ada;7494
2021-04-19;LAMPUNG;Tidak ada;7540
2021-04-20;LAMPUNG;Tidak ada;7593
2021-04-21;LAMPUNG;Tidak ada;7637
2021-04-22;LAMPUNG;Tidak ada;7669
2021-04-23;LAMPUNG;Tidak ada;7709
2021-04-24;LAMPUNG;Tidak ada;7743
2021-04-25;LAMPUNG;Tidak ada;7783
2021-04-26;LAMPUNG;Tidak ada;7817
2021-04-27;LAMPUNG;Tidak ada;7851
2021-04-30;LAMPUNG;Tidak ada;7988
2021-05-01;LAMPUNG;Tidak ada;8021
2021-05-02;LAMPUNG;Tidak ada;8058
2021-05-04;LAMPUNG;Tidak ada;8132
2021-05-06;LAMPUNG;Tidak ada;8204
2021-05-08;LAMPUNG;Tidak ada;8269
2021-05-10;LAMPUNG;Tidak ada;8318
2021-05-13;LAMPUNG;Tidak ada;8429
2021-05-14;LAMPUNG;Tidak ada;8443
2021-05-16;LAMPUNG;Tidak ada;8505
2021-05-19;LAMPUNG;Tidak ada;8594
2021-05-25;LAMPUNG;Tidak ada;8848
2021-05-26;LAMPUNG;Tidak ada;8885
2021-05-29;LAMPUNG;Tidak ada;9005
2021-05-31;LAMPUNG;Tidak ada;9099
2021-06-02;LAMPUNG;Tidak ada;9192
2021-06-10;LAMPUNG;Tidak ada;9583
2021-06-12;LAMPUNG;Tidak ada;9676
2021-06-13;LAMPUNG;Tidak ada;9732
2021-03-24;MALUKU;Tidak ada;3642
2021-03-28;MALUKU;Tidak ada;3670
2021-04-07;MALUKU;Tidak ada;3696
2021-04-12;MALUKU;Tidak ada;3718
2021-04-15;MALUKU;Tidak ada;3728
2021-04-16;MALUKU;Tidak ada;3730
2021-04-17;MALUKU;Tidak ada;3737
2021-04-18;MALUKU;Tidak ada;3743
2021-04-19;MALUKU;Tidak ada;3744
2021-04-20;MALUKU;Tidak ada;3745
2021-04-21;MALUKU;Tidak ada;3750
2021-04-22;MALUKU;Tidak ada;3750
2021-04-23;MALUKU;Tidak ada;3754
2021-04-24;MALUKU;Tidak ada;3754
2021-04-25;MALUKU;Tidak ada;3758
2021-04-26;MALUKU;Tidak ada;3758
2021-04-27;MALUKU;Tidak ada;3758
2021-04-30;MALUKU;Tidak ada;3765
2021-05-01;MALUKU;Tidak ada;3765
2021-05-02;MALUKU;Tidak ada;3768
2021-05-04;MALUKU;Tidak ada;3775
2021-05-06;MALUKU;Tidak ada;3787
2021-05-08;MALUKU;Tidak ada;3797
2021-05-10;MALUKU;Tidak ada;3798
2021-05-13;MALUKU;Tidak ada;3799
2021-05-14;MALUKU;Tidak ada;3815
2021-05-16;MALUKU;Tidak ada;3818
2021-05-19;MALUKU;Tidak ada;3828
2021-05-25;MALUKU;Tidak ada;3859
2021-05-26;MALUKU;Tidak ada;3859
2021-05-29;MALUKU;Tidak ada;3871
2021-05-31;MALUKU;Tidak ada;3872
2021-06-02;MALUKU;Tidak ada;3872
2021-06-10;MALUKU;Tidak ada;3914
2021-06-12;MALUKU;Tidak ada;3928
2021-06-13;MALUKU;Tidak ada;3944
2021-03-24;MALUKU UTARA;Tidak ada;2142
2021-03-28;MALUKU UTARA;Tidak ada;2152
2021-04-07;MALUKU UTARA;Tidak ada;2176
2021-04-12;MALUKU UTARA;Tidak ada;2179
2021-04-15;MALUKU UTARA;Tidak ada;2185
2021-04-16;MALUKU UTARA;Tidak ada;2186
2021-04-17;MALUKU UTARA;Tidak ada;2189
2021-04-18;MALUKU UTARA;Tidak ada;2191
2021-04-19;MALUKU UTARA;Tidak ada;2191
2021-04-20;MALUKU UTARA;Tidak ada;2194
2021-04-21;MALUKU UTARA;Tidak ada;2199
2021-04-22;MALUKU UTARA;Tidak ada;2200
2021-04-23;MALUKU UTARA;Tidak ada;2201
2021-04-24;MALUKU UTARA;Tidak ada;2204
2021-04-25;MALUKU UTARA;Tidak ada;2207
2021-04-26;MALUKU UTARA;Tidak ada;2207
2021-04-27;MALUKU UTARA;Tidak ada;2207
2021-04-30;MALUKU UTARA;Tidak ada;2209
2021-05-01;MALUKU UTARA;Tidak ada;2209
2021-05-02;MALUKU UTARA;Tidak ada;2209
2021-05-04;MALUKU UTARA;Tidak ada;2211
2021-05-06;MALUKU UTARA;Tidak ada;2215
2021-05-08;MALUKU UTARA;Tidak ada;2217
2021-05-10;MALUKU UTARA;Tidak ada;2217
2021-05-13;MALUKU UTARA;Tidak ada;2221
2021-05-14;MALUKU UTARA;Tidak ada;2221
2021-05-16;MALUKU UTARA;Tidak ada;2225
2021-05-19;MALUKU UTARA;Tidak ada;2228
2021-05-25;MALUKU UTARA;Tidak ada;2245
2021-05-26;MALUKU UTARA;Tidak ada;2246
2021-05-29;MALUKU UTARA;Tidak ada;2248
2021-05-31;MALUKU UTARA;Tidak ada;2259
2021-06-02;MALUKU UTARA;Tidak ada;2261
2021-06-10;MALUKU UTARA;Tidak ada;2292
2021-06-12;MALUKU UTARA;Tidak ada;2300
2021-06-13;MALUKU UTARA;Tidak ada;2307
2021-03-24;NUSA TENGGARA BARAT;Tidak ada;4681
2021-03-28;NUSA TENGGARA BARAT;Tidak ada;4730
2021-04-07;NUSA TENGGARA BARAT;Tidak ada;4866
2021-04-12;NUSA TENGGARA BARAT;Tidak ada;4934
2021-04-15;NUSA TENGGARA BARAT;Tidak ada;4962
2021-04-16;NUSA TENGGARA BARAT;Tidak ada;5005
2021-04-17;NUSA TENGGARA BARAT;Tidak ada;5021
2021-04-18;NUSA TENGGARA BARAT;Tidak ada;5021
2021-04-19;NUSA TENGGARA BARAT;Tidak ada;5047
2021-04-20;NUSA TENGGARA BARAT;Tidak ada;5056
2021-04-21;NUSA TENGGARA BARAT;Tidak ada;5077
2021-04-22;NUSA TENGGARA BARAT;Tidak ada;5085
2021-04-23;NUSA TENGGARA BARAT;Tidak ada;5086
2021-04-24;NUSA TENGGARA BARAT;Tidak ada;5086
2021-04-25;NUSA TENGGARA BARAT;Tidak ada;5087
2021-04-26;NUSA TENGGARA BARAT;Tidak ada;5116
2021-04-27;NUSA TENGGARA BARAT;Tidak ada;5146
2021-04-30;NUSA TENGGARA BARAT;Tidak ada;5221
2021-05-01;NUSA TENGGARA BARAT;Tidak ada;5230
2021-05-02;NUSA TENGGARA BARAT;Tidak ada;5244
2021-05-04;NUSA TENGGARA BARAT;Tidak ada;5324
2021-05-06;NUSA TENGGARA BARAT;Tidak ada;5346
2021-05-08;NUSA TENGGARA BARAT;Tidak ada;5372
2021-05-10;NUSA TENGGARA BARAT;Tidak ada;5387
2021-05-13;NUSA TENGGARA BARAT;Tidak ada;5408
2021-05-14;NUSA TENGGARA BARAT;Tidak ada;5414
2021-05-16;NUSA TENGGARA BARAT;Tidak ada;5425
2021-05-19;NUSA TENGGARA BARAT;Tidak ada;5483
2021-05-25;NUSA TENGGARA BARAT;Tidak ada;5557
2021-05-26;NUSA TENGGARA BARAT;Tidak ada;5568
2021-05-29;NUSA TENGGARA BARAT;Tidak ada;5821
2021-05-31;NUSA TENGGARA BARAT;Tidak ada;5978
2021-06-02;NUSA TENGGARA BARAT;Tidak ada;6081
2021-06-10;NUSA TENGGARA BARAT;Tidak ada;6286
2021-06-12;NUSA TENGGARA BARAT;Tidak ada;6306
2021-06-13;NUSA TENGGARA BARAT;Tidak ada;6311
2021-03-24;NUSA TENGGARA TIMUR;Tidak ada;6006
2021-03-28;NUSA TENGGARA TIMUR;Tidak ada;6091
2021-04-07;NUSA TENGGARA TIMUR;Tidak ada;6342
2021-04-12;NUSA TENGGARA TIMUR;Tidak ada;6421
2021-04-15;NUSA TENGGARA TIMUR;Tidak ada;6533
2021-04-16;NUSA TENGGARA TIMUR;Tidak ada;6598
2021-04-17;NUSA TENGGARA TIMUR;Tidak ada;6610
2021-04-18;NUSA TENGGARA TIMUR;Tidak ada;6612
2021-04-19;NUSA TENGGARA TIMUR;Tidak ada;6625
2021-04-20;NUSA TENGGARA TIMUR;Tidak ada;6749
2021-04-21;NUSA TENGGARA TIMUR;Tidak ada;6891
2021-04-22;NUSA TENGGARA TIMUR;Tidak ada;6954
2021-04-23;NUSA TENGGARA TIMUR;Tidak ada;6967
2021-04-24;NUSA TENGGARA TIMUR;Tidak ada;6994
2021-04-25;NUSA TENGGARA TIMUR;Tidak ada;7001
2021-04-26;NUSA TENGGARA TIMUR;Tidak ada;7036
2021-04-27;NUSA TENGGARA TIMUR;Tidak ada;7100
2021-04-30;NUSA TENGGARA TIMUR;Tidak ada;7177
2021-05-01;NUSA TENGGARA TIMUR;Tidak ada;7192
2021-05-02;NUSA TENGGARA TIMUR;Tidak ada;7318
2021-05-04;NUSA TENGGARA TIMUR;Tidak ada;7378
2021-05-06;NUSA TENGGARA TIMUR;Tidak ada;7542
2021-05-08;NUSA TENGGARA TIMUR;Tidak ada;7625
2021-05-10;NUSA TENGGARA TIMUR;Tidak ada;7681
2021-05-13;NUSA TENGGARA TIMUR;Tidak ada;7750
2021-05-14;NUSA TENGGARA TIMUR;Tidak ada;7789
2021-05-16;NUSA TENGGARA TIMUR;Tidak ada;7791
2021-05-19;NUSA TENGGARA TIMUR;Tidak ada;7848
2021-05-25;NUSA TENGGARA TIMUR;Tidak ada;7943
2021-05-26;NUSA TENGGARA TIMUR;Tidak ada;7954
2021-05-29;NUSA TENGGARA TIMUR;Tidak ada;8043
2021-05-31;NUSA TENGGARA TIMUR;Tidak ada;8130
2021-06-02;NUSA TENGGARA TIMUR;Tidak ada;8165
2021-06-10;NUSA TENGGARA TIMUR;Tidak ada;8522
2021-06-12;NUSA TENGGARA TIMUR;Tidak ada;8552
2021-06-13;NUSA TENGGARA TIMUR;Tidak ada;8582
2021-03-24;PAPUA;Tidak ada;9544
2021-03-28;PAPUA;Tidak ada;9715
2021-04-07;PAPUA;Tidak ada;9894
2021-04-12;PAPUA;Tidak ada;10026
2021-04-15;PAPUA;Tidak ada;10064
2021-04-16;PAPUA;Tidak ada;10086
2021-04-17;PAPUA;Tidak ada;10092
2021-04-18;PAPUA;Tidak ada;10095
2021-04-19;PAPUA;Tidak ada;10110
2021-04-20;PAPUA;Tidak ada;10117
2021-04-21;PAPUA;Tidak ada;10129
2021-04-22;PAPUA;Tidak ada;10136
2021-04-23;PAPUA;Tidak ada;10140
2021-04-24;PAPUA;Tidak ada;10142
2021-04-25;PAPUA;Tidak ada;10146
2021-04-26;PAPUA;Tidak ada;10147
2021-04-27;PAPUA;Tidak ada;10154
2021-04-30;PAPUA;Tidak ada;10183
2021-05-01;PAPUA;Tidak ada;10183
2021-05-02;PAPUA;Tidak ada;10183
2021-05-04;PAPUA;Tidak ada;10184
2021-05-06;PAPUA;Tidak ada;10204
2021-05-08;PAPUA;Tidak ada;10206
2021-05-10;PAPUA;Tidak ada;10214
2021-05-13;PAPUA;Tidak ada;10217
2021-05-14;PAPUA;Tidak ada;10217
2021-05-16;PAPUA;Tidak ada;10217
2021-05-19;PAPUA;Tidak ada;10217
2021-05-25;PAPUA;Tidak ada;10231
2021-05-26;PAPUA;Tidak ada;10231
2021-05-29;PAPUA;Tidak ada;10231
2021-05-31;PAPUA;Tidak ada;10231
2021-06-02;PAPUA;Tidak ada;10231
2021-06-10;PAPUA;Tidak ada;10272
2021-06-12;PAPUA;Tidak ada;10297
2021-06-13;PAPUA;Tidak ada;10301
2021-03-24;PAPUA BARAT;Tidak ada;4075
2021-03-28;PAPUA BARAT;Tidak ada;4132
2021-04-07;PAPUA BARAT;Tidak ada;4226
2021-04-12;PAPUA BARAT;Tidak ada;4272
2021-04-15;PAPUA BARAT;Tidak ada;4324
2021-04-16;PAPUA BARAT;Tidak ada;4338
2021-04-17;PAPUA BARAT;Tidak ada;4352
2021-04-18;PAPUA BARAT;Tidak ada;4360
2021-04-19;PAPUA BARAT;Tidak ada;4364
2021-04-20;PAPUA BARAT;Tidak ada;4371
2021-04-21;PAPUA BARAT;Tidak ada;4377
2021-04-22;PAPUA BARAT;Tidak ada;4392
2021-04-23;PAPUA BARAT;Tidak ada;4404
2021-04-24;PAPUA BARAT;Tidak ada;4414
2021-04-25;PAPUA BARAT;Tidak ada;4415
2021-04-26;PAPUA BARAT;Tidak ada;4421
2021-04-27;PAPUA BARAT;Tidak ada;4440
2021-04-30;PAPUA BARAT;Tidak ada;4471
2021-05-01;PAPUA BARAT;Tidak ada;4487
2021-05-02;PAPUA BARAT;Tidak ada;4493
2021-05-04;PAPUA BARAT;Tidak ada;4504
2021-05-06;PAPUA BARAT;Tidak ada;4521
2021-05-08;PAPUA BARAT;Tidak ada;4541
2021-05-10;PAPUA BARAT;Tidak ada;4548
2021-05-13;PAPUA BARAT;Tidak ada;4571
2021-05-14;PAPUA BARAT;Tidak ada;4572
2021-05-16;PAPUA BARAT;Tidak ada;4578
2021-05-19;PAPUA BARAT;Tidak ada;4591
2021-05-25;PAPUA BARAT;Tidak ada;4626
2021-05-26;PAPUA BARAT;Tidak ada;4633
2021-05-29;PAPUA BARAT;Tidak ada;4647
2021-05-31;PAPUA BARAT;Tidak ada;4658
2021-06-02;PAPUA BARAT;Tidak ada;4665
2021-06-10;PAPUA BARAT;Tidak ada;4711
2021-06-12;PAPUA BARAT;Tidak ada;4725
2021-06-13;PAPUA BARAT;Tidak ada;4732
2021-03-24;RIAU;Tidak ada;16933
2021-03-28;RIAU;Tidak ada;17196
2021-04-07;RIAU;Tidak ada;18004
2021-04-12;RIAU;Tidak ada;18571
2021-04-15;RIAU;Tidak ada;18999
2021-04-16;RIAU;Tidak ada;19117
2021-04-17;RIAU;Tidak ada;19277
2021-04-18;RIAU;Tidak ada;19442
2021-04-19;RIAU;Tidak ada;19555
2021-04-20;RIAU;Tidak ada;19760
2021-04-21;RIAU;Tidak ada;19990
2021-04-22;RIAU;Tidak ada;20200
2021-04-23;RIAU;Tidak ada;20438
2021-04-24;RIAU;Tidak ada;20649
2021-04-25;RIAU;Tidak ada;20851
2021-04-26;RIAU;Tidak ada;21158
2021-04-27;RIAU;Tidak ada;21349
2021-04-30;RIAU;Tidak ada;22139
2021-05-01;RIAU;Tidak ada;22327
2021-05-02;RIAU;Tidak ada;22619
2021-05-04;RIAU;Tidak ada;23031
2021-05-06;RIAU;Tidak ada;23576
2021-05-08;RIAU;Tidak ada;24216
2021-05-10;RIAU;Tidak ada;24719
2021-05-13;RIAU;Tidak ada;25530
2021-05-14;RIAU;Tidak ada;25586
2021-05-16;RIAU;Tidak ada;25837
2021-05-19;RIAU;Tidak ada;26348
2021-05-25;RIAU;Tidak ada;28084
2021-05-26;RIAU;Tidak ada;28453
2021-05-29;RIAU;Tidak ada;29436
2021-05-31;RIAU;Tidak ada;30035
2021-06-02;RIAU;Tidak ada;30569
2021-06-10;RIAU;Tidak ada;32322
2021-06-12;RIAU;Tidak ada;32709
2021-06-13;RIAU;Tidak ada;32870
2021-03-24;SULAWESI BARAT;Tidak ada;2679
2021-03-28;SULAWESI BARAT;Tidak ada;2682
2021-04-07;SULAWESI BARAT;Tidak ada;2688
2021-04-12;SULAWESI BARAT;Tidak ada;2695
2021-04-15;SULAWESI BARAT;Tidak ada;2699
2021-04-16;SULAWESI BARAT;Tidak ada;2701
2021-04-17;SULAWESI BARAT;Tidak ada;2702
2021-04-18;SULAWESI BARAT;Tidak ada;2702
2021-04-19;SULAWESI BARAT;Tidak ada;2704
2021-04-20;SULAWESI BARAT;Tidak ada;2707
2021-04-21;SULAWESI BARAT;Tidak ada;2712
2021-04-22;SULAWESI BARAT;Tidak ada;2716
2021-04-23;SULAWESI BARAT;Tidak ada;2717
2021-04-24;SULAWESI BARAT;Tidak ada;2718
2021-04-25;SULAWESI BARAT;Tidak ada;2721
2021-04-26;SULAWESI BARAT;Tidak ada;2721
2021-04-27;SULAWESI BARAT;Tidak ada;2722
2021-04-30;SULAWESI BARAT;Tidak ada;2724
2021-05-01;SULAWESI BARAT;Tidak ada;2725
2021-05-02;SULAWESI BARAT;Tidak ada;2736
2021-05-04;SULAWESI BARAT;Tidak ada;2737
2021-05-06;SULAWESI BARAT;Tidak ada;2738
2021-05-08;SULAWESI BARAT;Tidak ada;2738
2021-05-10;SULAWESI BARAT;Tidak ada;2741
2021-05-13;SULAWESI BARAT;Tidak ada;2743
2021-05-14;SULAWESI BARAT;Tidak ada;2743
2021-05-16;SULAWESI BARAT;Tidak ada;2746
2021-05-19;SULAWESI BARAT;Tidak ada;2748
2021-05-25;SULAWESI BARAT;Tidak ada;2749
2021-05-26;SULAWESI BARAT;Tidak ada;2749
2021-05-29;SULAWESI BARAT;Tidak ada;2751
2021-05-31;SULAWESI BARAT;Tidak ada;2751
2021-06-02;SULAWESI BARAT;Tidak ada;2755
2021-06-10;SULAWESI BARAT;Tidak ada;2799
2021-06-12;SULAWESI BARAT;Tidak ada;2807
2021-06-13;SULAWESI BARAT;Tidak ada;2807
2021-03-24;SULAWESI SELATAN;Tidak ada;29609
2021-03-28;SULAWESI SELATAN;Tidak ada;29693
2021-04-07;SULAWESI SELATAN;Tidak ada;30156
2021-04-12;SULAWESI SELATAN;Tidak ada;30357
2021-04-15;SULAWESI SELATAN;Tidak ada;30509
2021-04-16;SULAWESI SELATAN;Tidak ada;30532
2021-04-17;SULAWESI SELATAN;Tidak ada;30549
2021-04-18;SULAWESI SELATAN;Tidak ada;30560
2021-04-19;SULAWESI SELATAN;Tidak ada;30569
2021-04-20;SULAWESI SELATAN;Tidak ada;30608
2021-04-21;SULAWESI SELATAN;Tidak ada;30640
2021-04-22;SULAWESI SELATAN;Tidak ada;30650
2021-04-23;SULAWESI SELATAN;Tidak ada;30664
2021-04-24;SULAWESI SELATAN;Tidak ada;30671
2021-04-25;SULAWESI SELATAN;Tidak ada;30674
2021-04-26;SULAWESI SELATAN;Tidak ada;30681
2021-04-27;SULAWESI SELATAN;Tidak ada;30710
2021-04-30;SULAWESI SELATAN;Tidak ada;30748
2021-05-01;SULAWESI SELATAN;Tidak ada;30760
2021-05-02;SULAWESI SELATAN;Tidak ada;30762
2021-05-04;SULAWESI SELATAN;Tidak ada;30779
2021-05-06;SULAWESI SELATAN;Tidak ada;30791
2021-05-08;SULAWESI SELATAN;Tidak ada;30813
2021-05-10;SULAWESI SELATAN;Tidak ada;30832
2021-05-13;SULAWESI SELATAN;Tidak ada;30851
2021-05-14;SULAWESI SELATAN;Tidak ada;30854
2021-05-16;SULAWESI SELATAN;Tidak ada;30857
2021-05-19;SULAWESI SELATAN;Tidak ada;30898
2021-05-25;SULAWESI SELATAN;Tidak ada;31008
2021-05-26;SULAWESI SELATAN;Tidak ada;31012
2021-05-29;SULAWESI SELATAN;Tidak ada;31054
2021-05-31;SULAWESI SELATAN;Tidak ada;31088
2021-06-02;SULAWESI SELATAN;Tidak ada;31115
2021-06-10;SULAWESI SELATAN;Tidak ada;31294
2021-06-12;SULAWESI SELATAN;Tidak ada;31328
2021-06-13;SULAWESI SELATAN;Tidak ada;31336
2021-03-24;SULAWESI TENGAH;Tidak ada;5510
2021-03-28;SULAWESI TENGAH;Tidak ada;5554
